id,order,title,subtitle,description,id_domain,id_grade,duration,caption,list of units ids,image file name
96,67,Mathematics Grade 8,The Climax of Hierarchical Civilizations,"<p>Students begin their studies by investigating verbal, symbolic, and graphical representations of linear relationships. They use proportional and functional relationships to study linear equations in two variables and represent these equations on the Cartesian coordinate plane. Students apply systems of linear equations to solve mathematical, historical, and real-world problems. They then investigate linear inequalities and absolute value equations in one and two variables. Students define polynomials and perform operations, including factoring and binomial expansions. They learn various methods for factoring and solving quadratic equations. Students graph quadratic functions on the coordinate plane and connect multiple representations of quadratic functions. They simplify, solve, and graph rational and radical expressions, equations, and functions. Students explore the symbolic use of numbers and geometric shapes in Islamic art and medieval rose windows, and they apply these ideas to create their own designs. They also research numerical patterns in economic data from the Great Depression. Throughout the course, students make connections to the contributions of al-Khwarizmi and other Islamic mathematicians to the development of polynomial algebra.</p>
",3,9,,,321|322|323,
86,68,Media Studies and Technology Grade 8,,"<p>In the Media Studies and Technology course for grade 8, students use cyberspace to guide them toward greater insight into the medieval worldview and the processes that worked upon it, including new religious orders and mystical movements. Students explore how medieval civilizations began to use art such as manuscript illumination and painting to represent space in a way that transcends the concrete worldly state. By doing this, these artists conveyed symbolic and spiritual meanings, such as divine and romantic love. Students also compare how people in medieval times viewed space differently than we do today. Students analyze what cyberspace &ldquo;is&rdquo; in terms of the history of the Internet and the hardware and human resources that make it possible. In addition, students compare cyberspace to representations of space in medieval art and then build a website about medieval art that emphasizes medieval sensibilities of time and space.</p>
",5,9,,,254,12
65,69,Visual Arts Grade 8,,"<p>Students engage in the study of architecture, art and artifacts, and the creation of objects in the medieval world. Topics include mosque design, Islamic architecture, and calligraphy in conjunction with study of the Golden Age of Islam. As they move on to medieval Europe, they examine depictions of Norse deities, heraldic shield design, stained glass, stone carving, mosaics, and cathedral architecture as part of a guild project. They also explore the design of Japanese teahouses and samurai armor, as well as African textiles and mud architecture, as they learn of medieval West Africa trade routes.</p>
",7,9,,,450|451|452,
116,70,Performing Arts Grade 8,Performing Arts: Music,"<p>Reflecting on the dawn of the Middle Ages as studied in Cultural History, students compare the early Gregorian chant and its connection to the Roman Catholic Church to recordings of modern-day Gregorian chants. They apply their research and presentation skills from World Languages and Literature:English to describe the relationship between the art and history. Delving&nbsp;into musical theory, students explore the musical structure and its notation through the eight church modes followed by the creation of their own original Gregorian chants, which they enhance with illuminations from Visual Arts.&nbsp;</p>
",6,9,,,456,
108,71,Wellness Grade 8,The Climax of Hierarchical Civilizations,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">The course provides historically rooted health education and physical wellness education over three major integrated units. Students explore the wellness of two major medieval civilizations as they competed with each other and ideas spread between them. Also, students examine the wellness in the United States during the 1920s and make connections between this period and medieval times. The integrated units help to develop intermediate fitness components and skills&nbsp;and provide a platform for fitness testing. Also, they offer a chance to explore cultural dances, such as the dance of the Whirling Dervish and the Charleston. In addition, the course develops sport specific skills of field hockey and tennis.</p>
",8,9,,,387|388|389,
17,72,Cultural History Grade 9,The Emergence of the Modern Perspective,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">The guiding theme for grade 9 is movement. This course charts the movement of paper money across borders and across time, of sailing vessels across oceans, of three dimensions with the use of formal perspective in paintings, of discovery of the circulatory system of the body, and of people across social classes. Students understand that these dramatic changes have contributed to the emergence of &ldquo;the individual,&rdquo; to city-states and early mercantilism, to societies based on reason over faith, and to a global worldview that would reshape cultures and continents.&nbsp;<span style=""line-height: 1.42857;"">Students investigate the major shifts that occurred between the years 1416 and 1688. The early modern period gave rise to oceanic exploration both in the East and the West and resulted in collisions and coexistence of cultures in Europe, Asia, and the Americas. The spread of the Ottoman Empire with its capture of Constantinople and the Byzantine Empire, the expulsion of Muslims and Jews from Spain as a result of the Reconquista, and the conquest of native peoples in the Americas created their own collisions of religion and culture. While the birth of humanism and formal perspective in Renaissance Italy inspired new forms of literature, governance, art, and architecture, the Northern Renaissance and the Reformation ushered in an unmediated relationship with the divine. A revolutionary shift in worldview from a geocentric to a heliocentric model of the solar system, along with the emergence of empiricism, introduced a new way of understanding phenomena. The establishment of European colonies in North America were hallmarks of this cultural transition.</span></",1,10,,,151|152|153|154|155,
21,73,English Grade 9,The Emergence of the Modern Perspective,"<p>Students study the literature from 1416 to 1688, including the texts of the early Spanish explorers to the Americas, the Florentine Academy, Machiavelli, Shakespeare, More, Petrarch, and Cervantes. Themes includes the rise of the individual (Petrarch, Columbus, letters of Cort&eacute;s, Smith), how-to literature (Machiavelli, Castiglione), the democratization of literature (the Gutenberg Bible, Luther&rsquo;s 95 Theses, Brandt&rsquo;s&nbsp;Ship of Fools), protest literature (Lazarillo de Tormes,&nbsp;Don Quixote,&nbsp;Utopia), the legitimization of the English language (King James Bible, Shakespeare, Elizabethan theater), artistic uses of new scientific discoveries (Donne, Shakespeare), and the influence of religion on art (Dante, Milton, Moli&egrave;re). In their studies, students engage in literary responses, interpretation, written analysis, discussion, public speaking, and various project-based assessments.</p>
",10,10,,,160|161|162|163|164,
19,74,Science Grade 9,"Integrated Earth Science, Physics, and Biology","<p>The Renaissance is the time period in which modern science was not only born,&nbsp;but&nbsp;it also came to be a dominant perspective for viewing human experience&nbsp;of the natural and physical world. Students&nbsp;learn content in specific scientific disciplines while studying the scientific method itself and investigating its power and limitations. First, students examine the shift from the old geocentric view of the Universe to the heliocentric model of Copernicus. Next, they explore anatomy and physiology, culminating in an integrated project with the Visual Arts domain, in which they create sketchbooks of a dissection that emulate those of Leonardo da Vinci. Students delve into the physical laws that govern&nbsp;interactions of matter on Earth. They repeat some of Galileo&rsquo;s experiments in order to derive physical laws themselves, and they explore the laws of motion and gravitation discovered by Isaac Newton&mdash;laws that ultimately unified celestial and terrestrial physics.</p>
",4,10,,,182|183|184,
110,75,Mathematics: Geometry,,"<p>In their study of geometry, students learn that Euclid developed an axiomatic system in his work&nbsp;Elements, which was used as the standard geometry textbook for centuries. They develop a system similar to that of Euclid, starting with undefined terms and axioms and building definitions and theorems using deductive reasoning. Students discuss the contributions of other mathematicians, artists, and architects to the field of geometry. They investigate Columbus&rsquo;s estimate of Earth&rsquo;s circumference and its impact on his planned voyage. They also examine the use of geometry in art from various cultures and times and create original works of art that incorporate geometric properties. Students learn trigonometric ratios in right triangles and understand contributions of the Babylonians and Chinese to trigonometry. They apply trigonometry to solve real-world problems, such as estimating distances from stars to Earth. Students construct geometric figures by hand and using technology and compare their methods to the methods of Euclid and D&uuml;rer. They study the properties and the history of the five Platonic solids and then research and apply Euler&rsquo;s polyhedral formula.</p>
",3,10,,,414|415|416|417|418|419,
74,76,Media Studies and Technology Grade 9,,"<p>Media Studies and Technology in Grade 9 examines how cultural innovations like perspective became conventions for a rational and ideal representation of space and how print media solidified and disseminated the cultural revival of the Renaissance and laid the groundwork for the Reformation. Studying historical and contemporary artifacts from different domains, students acquire an understanding of how innovations in communication technology structure and influence thought and perception. The unit culminates with students creating a multimedia product that combines their own original typeface designs with a second new medium. This project demonstrates students&rsquo; understanding of key Renaissance media concepts and how media are content in and of themselves that shape us as we use them.</p>
",5,10,,,173,
68,77,Visual Arts Grade 9,,"<p>Students learn fundamental drawing skills and begin to observe, think, and perform like a Renaissance artist. They study works of art from the period and draw inspiration from these works for their own art production. The major focus is on producing pages for the Leonardo Sketchbook, a project in which students create drawings, notes, and calculations based on their own observations and experiences. Students learn Renaissance drawing methods, such as cross-hatching, foreshortening, and perspective, and use them to create botanical drawings, drawings of inventions and mechanical objects, master copies, studies from the model, and other observational drawings.</p>
",7,10,,,185,
48,78,Performing Arts Grade 9,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In this course, students explore the way in which the performing arts influenced economics, education, literacy, entertainment, and religion&nbsp;during the Renaissance. They are introduced to the parallel development of theater, plays, and performance within the prevailing political, social, and economic climate&nbsp;in which Shakespeare and other playwrights wrote.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Students examine the structure of Shakespeare&rsquo;s verse, exploring iambic pentameter, meter, and the specific uses of verse and prose to better understand character interaction.&nbsp;They are also introduced to the use of blank verse, prose structure, imagery, and metaphor. Students utilize class discussions to share their insights from the play and collaborate to channel their combined knowledge&nbsp;during rehearsal&nbsp;into a semiformal performance before peers.</p>
",6,10,,,186,
119,79,Wellness: Archery,,"<p>This trimester elective, taught throughout the year, allows students the opportunity to practice and improve their archery skills. Students learn archery history, safety, technique, mental concentration, core-strengthening physical fitness, and the value of self-improvement. Throughout the course, students learn proper form, safety rules, rules of archery competition, style, and function of equipment, and they develop the strength, concentration, focus, and hand-eye coordination required to perform the sport. In addition to their training, students explore the origins and evolution of archery in prehistoric societies and ancient Egyptian, Roman-Greco, Asian, Western European, Japanese, and Native American cultures.</p>
",8,10,,,472,
27,80,Cultural History Grade 10,Revolution and the Rise of the Individual,"<p>Grade 10 Cultural History addresses the period 1688 to 1865; the three units are titled Enlightenment and Enslavement, Revolution and Resistance, and The Industrial Revolution and the Romantic Reaction. Students use literature, art, and various media sources to contemplate the rise of the individual, new models of governance, changing modes in the acquisition of knowledge and capital, and the expansion of the world economy. Investigation of mercantilism and slavery provides students with comparative perspectives on changing political, economic, and social structures of the time period. Students examine the natures of revolution and emerging nationalism in the context of Enlightenment philosophy. An in-depth study of the Industrial Revolution and the Romantic movement in literature, art, and music reveals the tension between technological progress and a nostalgic idealization of nature and the supernatural. The triumph of capitalism and the abolition of slavery herald the development of the modern industrial nation-state, while workers and socialists offer severe critiques of the new capitalist order and women assert their rights.</p>
",1,11,,,208|210,
55,81,English Grade 10,Revolution and the Rise of the Individual,"<p>In grade 10 World Languages and Literature: English, students use literature, art, and various media sources to contemplate the rise of the individual, new models of governance, changing modes in the acquisition of knowledge and capital, and the changing nature and expansion of the world economy. They examine the changing political and social structures of the time period, the nature of revolution, and emerging nationalism in the context of key works of Enlightenment philosophy, novels, and poetry of the period. An in-depth study of the Industrial Revolution and the Romantic movement in literature, art, and music reveals the tension between technological progress and a nostalgic idealization of nature and the supernatural, as well as introduces a feminist reaction to Enlightenment ideas.</p>
",10,11,,,221|222|223,
41,82,Science Grade 10,"Integrated Physical Sciences, Environmental Sciences, and Biology","<p>Students focus on the role empirical evidence plays in shifting scientific paradigms. They review the history of alchemy as a precursor to modern chemistry. Students also learn about the kinetic theory of matter and how scientists of this period (Bernoulli, Boyle, Charles, Lavoisier, Mendeleev) often repeated and extended the works of others. They examine Newton&#39;s empirical studies and Voltaire&rsquo;s letter on optics. They discover the contributions of Hooke and van Leeuwenhoek on microbial species and the development of the smallpox vaccine. Finally, students explore problems of the Industrial Age through the lens of environmental sciences and ecology, and discuss the work of Malthus with questions about environmental sustainability throughout time.</p>
",4,11,,,331|332|333|334|335,
111,83,Mathematics: Intermediate Algebra and Trigonometry,,"<p>Students focus on the study of functions and their graphs, with an emphasis on the historical development of this field. They explore contributions of mathematicians, including Descartes&rsquo;s invention of the coordinate plane and Euler&rsquo;s function notation. Students investigate the relationship of the equations and graphs of different types of functions, including quadratic, polynomial, exponential, logarithmic, rational, and trigonometric functions. They transform the graphs of parent functions, solve related equations, and explore real-world examples of each type of function. Students graph conic sections, write their equations, and use conic sections to model real-world situations. They research the history of probability, develop counting techniques, and apply them to determine probabilities of mathematical and real-world events.&nbsp;</p>
",3,11,,,420|421|422|423|424|425|426|427,
97,84,Media Studies and Technology Grade 10,Revolution and the Rise of the Individual,"<p>Media Studies and Technology in grade 10 examines the dynamic between mass media and democracy. Students learn about early struggles for a &ldquo;free press&rdquo; and consider the role of free press today. Focusing primarily on journalism and photography, students use Susan Sontag&rsquo;s classic essays&nbsp;<em>Regarding the Pain of Others</em>&nbsp;and&nbsp;<em>On Photography</em>&nbsp;to understand not only the implications of photography during war, but the cultural conditions of current war journalism. In the culminating integrated project, students learn black-and-white photography and darkroom techniques to gain a foundation of technical skills and a deeper understanding of photography&rsquo;s conceptual inner workings. Each student visualizes his or her lived experience of the philosophical and political legacies of the Enlightenment period through a mixed media photographic art piece and short essay.</p>
",5,11,,,328,
92,85,Visual Arts Grade 10,Revolution and the Rise of the Individual,"<p>In this trimester course, tenth grade students explore Romanticism and the influences that led up to this movement through painting, drawing, and printmaking. They study the characteristics and themes of artwork from the period and then&nbsp;explore particular Romantic artists by creating an artistic book&nbsp;with writings, drawings, plexi etchings, linoleum prints, block prints, collage, poetry, and paintings&nbsp;inspired by those artists. They explore themes related to art of this period (social commentary, statements and images about war, landscape, self-portraiture) and experience plein air painting.</p>
",7,11,,,291,
66,86,Performing Arts Grade 10,,"<p>This course examines the music of the Baroque, Classical, and Romantic periods&nbsp;within the larger context of Western music.&nbsp;Students engage with musical and historical texts in a variety of ways, including echoing melodies and rhythms, playing instruments, listening to music recordings, and reading notation&nbsp;and historical texts. Throughout the course, music is related to the social, political, and technological shifts that take place over the period studied, including the effects of industrialization, the rise of the middle class, and how the role of a composer evolved to reflect a societal shift toward individualism and artistic freedom.</p>
",6,11,,,336,
120,87,Wellness: Tai Chi,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In this course, students learn tai chi by exploring the &ldquo;Simplified 24 Taijiquan (Tai Chi Chuan) Form in the Yang Style&rdquo; that has been popularized in China and is now being taught in the West. In learning the &ldquo;24 Form,&rdquo; students learn the benefits of tai chi and basic qigong exercises as a wellness practice with its historical roots in martial arts and its development into a means of physical conditioning with applications in the healing arts.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Students learn each movement in the sequence while synthesizing the elements of body alignment, balance, strength, control, endurance, and focus that are foundational in tai chi. They practice the different movements and the whole form together as a group and experience this &ldquo;meditation in motion&rdquo; in a fluid, graceful continuous cycle.&nbsp;Students develop a personal understanding of how to use their bodies according to the dynamics of&nbsp;yin&nbsp;and&nbsp;yang&nbsp;so they can experience the practical application of the underlying philosophy, which gives cultural as well as personal meaning to their Wellness education. Students become versed in the principles underlying the movements of tai chi and its basis in Taoist concepts as they explore its range as a means of building life force energy and an open, relaxed, and aware state of mind and gain insight into how to think, feel, and",8,11,,,473,
58,88,Cultural History Grade 11,Global Economic Consolidation and Visionary Revolts,"<p>The Grade 11 Cultural History curriculum covers the period of global history from 1851 to the present. The yearlong course is divided into five units. In the first two units, students study the climax of the modern consciousness in the late 19th and early 20th centuries, characterized by accelerated modernization, the global projection of Western triumphalism, and colonial and modernist responses. In the third unit, students study the emerging concept of self-determination and with that the desire for the end to colonialism. This third unit emphasizes an emerging global consciousness, characterized by the growth of internationalism and transnational phenomena. The final two units explore the tensions between the competing internationalisms that vied to unite human beings as inhabitants of a single planet, including the globalization of world economies and the push to establish a renewed world order, as well as the implications for planetary consciousness that emerged from various struggles for decolonization.</p>
",1,12,,,203|204|205|206|209|296,
109,89,English Grade 11,Global Economic Consolidation and Visionary Revolts,"<p>The grade 11 World Languages and Literature: English curriculum addresses the period of global history from 1866 to the present. The yearlong course is divided into five units. Students begin their studies by focusing on late&nbsp;19th- to early&nbsp;20th-century European colonialism, with specific attention to the native resistance to colonialism and the flowering of anticolonial literature. The second unit emphasizes the formal progression in literature from romantic to scientific and realistic perspectives. Additionally, students trace how writers moved from creating works centered on objectivity to composing subjective texts that emphasize the writer&rsquo;s own psychological perspective<em>.</em>&nbsp;They then explore modern poetry and the development of free verse. The third unit uses essential works of 20th-century feminism to explore the portrayal of women in literature and examine gender and race roles as they relate to economic opportunity. In addition, students read works about&nbsp;the Holocaust to understand the wide-reaching impact of this horrific period in history, both on individuals and on society as a whole. In the fourth unit, students draw connections between world events of the mid-20th century and the vulnerability of different political systems to corruption, the struggles&nbsp;individuals face in times of intense cultural conflict and change, and the responsive developments of&nbsp;dystopian and post-modern literature.&nbsp;The final unit continues&nbsp;the focus on native expressions from so-called &ldquo;undeveloped&rdquo; regions. Students explore these additional voices that emerge in the post-colonial era, as literature became increasingly international or transnational.</p>
",10,12,,,395|396|397|398|399,
56,90,Science Grade 11,"Integrated Biology, Physics, and Environmental Science","<p>Students focus on the role empirical evidence plays in shifting scientific paradigms. Students first review the history of alchemy as &nbsp;a precursor to modern chemistry and trace the rise of empirical, repeatable measurement as a new way of exploring the natural world. They learn about the kinetic theory of matter and how scientists of this period (Bernoulli, Boyle, Charles, Lavoisier, Mendeleev) often repeated and extended the works of others. They examine Newton&rsquo;s empirical studies on optics and Voltaire&rsquo;s letter on this topic. They examine the contributions of Hooke and van Leeuwenhoek and the role of technology in the discovery of microbial species, as well as Jenner&rsquo;s work in the development of smallpox vaccine. Finally, they explore problems of the Industrial Age through the lens of environmental sciences and ecology and discuss the work of Malthus, raising questions about environmental sustainability in that time period, today, and in the future.</p>
",4,12,,,337|338|339,
112,91,Mathematics: Statistics and Pre-Calculus,,"<p>Students begin the course with a study of descriptive statistics, including numerical and graphical displays of data, normal distributions, least-squares regression, and two-way tables. Next, they study trigonometry, beginning with trigonometric functions on the unit circle. They analyze and graph trigonometric functions and their inverses, prove trigonometric identities, solve trigonometric equations, and explore the history and applications of trigonometry. Students then investigate polar coordinates and polar graphs, including logarithmic and Archimedean spirals, Bernoulli&rsquo;s lemniscate, Pascal&rsquo;s lima&ccedil;on, the cardioid, and the rose curve. They analyze arithmetic and geometric sequences and series and prove statements by using mathematical induction. Next, students find limits of functions, discuss discontinuities and asymptotes, and explore fractals and fractal dimensions. They analyze and construct fractals such as Sierpinski triangles, Sierpinski carpets, fractal trees, and Koch snowflakes, and they discover the unusual properties of these fractals.</p>
",3,12,,,428|429|430|431|432,
98,92,Media Studies and Technology Grade 11,Global Economic Consolidation and Visionary Revolts,"<p>In Media Studies and Technology grade 11, students examine in greater depth the ways in which new media technologies are a vehicle for mass communication in service of the ideologies of nations, religions, and economic movements such as capitalism and, when in the hands of the people, can be wielded as a tool for representing marginalized voices and promoting social and political change. Utilizing the theories of media scholars studied, students analyze the products of new media innovations&mdash;objects, artworks, films, architecture, and aesthetics as texts&mdash;while unpacking altered cultural conditions that now embrace psychology, the consumer, internationalism, and the modern individual. Students connect these ideas to contemporary media in their everyday lives. In a culminating creative integrated project, students produce a work of propaganda in support of an ideological cause using the persuasive techniques of 20th-century propagandists and 21st-century advertisers.</p>
",5,12,,,329,
91,93,Visual Arts Grade 11,Global Economic Consolidation and Visionary Revolts,"<p>In this trimester course, grade 11 Visual Arts students study the history of modern art and develop skills in drawing, painting, collage, and bookbinding. They trace the development of modernism in art (Manet, C&eacute;zanne, Picasso), explore the development of major modern art movements, and chart their chronology. They learn about Symbolism, explore Cubism and its connection to both to the science of the time and to the European interest in African art, and discuss Freud&#39;s impact on German Expression ism and the Surrealists. In their own art production, students incorporate various modernist approaches, including the use of fractured images, vivid color, multiple perspectives, and dream imagery.</p>
",7,12,,,290,
49,94,Performing Arts Grade 11,,"<p>In this trimester course, students focus on the development of modern theater and its role in challenging existing social and political barriers, as well as its role in reflecting and mirroring existing issues, beliefs, and events. Students read and analyze plays in terms of theme, structure, interpretation, character development, and social context. Students carry out research in order to collaboratively devise and write scripts to be performed for the integrated Visionary Leaders Trial Project.</p>
",6,12,,,207,
121,95,Wellness: Modern Dance,,"<p>In this course, students become versed in the technical aspects of modern dance as they explore its cultural, artistic, and personal meaning in relation to their Wellness education. At the same time, this course is strongly centered in performing arts that elaborate on themes learned in Cultural History. Through the kinetic experience of this art form, students develop a personal understanding of healthy technique and of dance as an evolving art form with contemporary significance. Students learn and apply principles of movement structure, anatomy, and kinesiology to develop good body alignment, balance, strength, control, endurance, flexibility, and focus in performance, developing coordination and spatial awareness. They learn combinations from classic modern dance and explore the basics of dance composition and the work of major choreographers in the genre. Throughout the course, students are exposed to a variety of music in order to broaden their experience to help them develop a mature understanding of movement coordinated with music and silence as an artful means of self expression.</p>
",8,12,,,474,
51,96,Cultural History Grade 12,Evolution of Consciousness,"<p>This course provides an overview of the Evolution of Consciousness as studied in the Spiral Curriculum from&nbsp;third grade through eleventh grade. The course is divided into five units, each of which covers one of the Artistic-Mathematical Mentalities and its related cultural ecology and archetypal concepts.&nbsp;In the first unit, students review the Arithmetic Mentality, including the rise of the Sylvan/Savannahan/Lacustrian/Glacial and Riverine Ecologies by exploring Paleolithic artifacts and the role of the shaman; early Neolithic and matric cultures; and the move from matristic to patriarchal society. In the second unit, students examine the first bifurcation: the shift to the Transcontinental Ecology and Geometric Mentality by studying the rise of prophetic figures, the transformation from magic and mythology to mathematics and philosophy, and the accompanying formation and expansion of empires. In the third unit, students study the Algebraic Mentality that arose in medieval civilizations that saw the rise of new cultural forms celebrating the transcendent ideal and the invisible powers that animate the physical world. In the fourth unit, students examine the Dynamical Mentality that lasted from the mid-15th to the 19th century and focused on movement, the formation of global connectivity, and intellectual, political, and technological revolutions. The final unit explores the Dynamical Mentality, the mentality of our time, as humans twice experience the trauma of global conflict, confront challenges to the rational world order, and develop&nbsp;Complex Dynamical systems.</p>
",1,13,,,190|191|192|193|194,
52,97,English Grade 12,Evolution of Consciousness,"<p>Students explore literary art as an expression of human consciousness evolving from prehistoric to modern times. Students examine the origins of language, narrative, and poetry; the role and cultural context of ancient Sumerian, Babylonian, and Egyptian mythologies; the emergence of drama in ancient Greece and the use as literature for political means in ancient China; the rise of Persian romances and the fusion of ideas and art brought about by the Crusaders&rsquo; encounters with Near East cultures; troubadour poetry and the ideal of courtly love; the novel; early literary experimentation generated by Modernism; reflections of the Cold War; and the rise of planetary culture. They analyze the development of English as a global language, studying literature from former English colonies through the postcolonial world. They study works that address the world of the late 20th century, ending with science fiction, as students prepare to project themselves into the future.</p>
",10,13,,,195|196|197|198|199,
57,98,Science Grade 12,"Cosmos, Life, Brain, and Mind","<p>Students explore theories of the origin of the universe, the origin of life, and the eventual emergence of humanity and intelligence. They analyze evidence for the Big Bang Theory, explore 10 billion years of cosmic evolution, and discuss contemporary issues in cosmology. Students examine hypotheses regarding the origin of simple prokaryotic life, and the emergence of complex eukaryotic life. They reconstruct the origin of <em>Homo sapiens </em>within an evolutionary framework derived from fossil and genetic evidence. They discuss trends in human evolution in light of contemporary knowledge of our ancestors&rsquo; social organization and behavior. Students also examine the function and structure of evolutionary older and younger regions of the brain, as well as cognitive development and the segregation of brain functions. They conclude by discussing human consciousness and its relevance to the future of science.</p>
",4,13,,,200|201|202|349,
113,99,Mathematics: Advanced Calculus,,"<p>To begin their study of calculus, students explore limits and continuity and&nbsp;then use the limit of the slope of a secant line to define the slope of a tangent line. They use the difference quotient to develop the definition of the derivative, and they research the history of calculus. Students learn derivative rules and apply the derivative to solve real-world problems, including optimization problems and related rates. They use the first and second derivative tests to find critical values and determine whether they are local maxima, local minima, or inflection points. In their study of integrals, students begin with rectangular approximation methods for the area under a curve. They use the relationship between derivatives and integrals to derive the Fundamental Theorem of Calculus, evaluate and apply definite integrals, and find volumes of solids of revolution.</p>
",3,13,,,433|434|435|436|437|438,
99,100,Media Studies and Technology Grade 12,Evolution of Consciousness; Globalization and the Dynamics of Cultural Transformation,"<p>In Media Studies and Technology grade 12, students engage the knowledge gained throughout their school experience with the question &ldquo;What is media?&rdquo; as they enter Media Studies and Technology classrooms to share and learn with students across grade levels. Grade 12 students carefully analyze contemporary media issues such as the evolution of post-war media technology, technological determinism, noetic polities, the global present, and digital dignity. The culminating integrated project in grade 12 is the &ldquo;Media Debates,&rdquo; in which students engage in formal debates based on their study of contemporary media issues.</p>
",5,13,,,330,
95,101,Cultural History: Art History Grade 12,,"<p>This course re-examines the spiral of art history through the range of mentalities. Through the lens of the visual and literary arts, students explore art and the creative impulse as markers in the evolution of human consciousness. They begin with a study of light and images of creation from mythic prehistory, then they move from the artistic attributes of early civilizations to the destructive forces of creation and subsequent rebirth of the arts as media for cultural communication and exchange in emerging dynamical civilizations and the contemporary world. Students conclude with a consideration of the way in which art as media is guiding humanity to a new phase of planetary culture.</p>
",7,13,,,316|317|318|319|320,
122,102,Wellness: Yoga,,"<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">In this course, students examine an eclectic overview of yoga and meditation reflecting yogic traditions adapted to contemporary practices. Students explore the origins and evolution of yogic techniques, as well as the importance of yoga and meditation to lifelong emotional, mental, physical, and spiritual health and wellness.</p>

<p move=""function (old_index, new_index) {
    if (new_index &gt;= this.length) {
        var k = new_index - this.length;
        while ((k--) + 1) {
            this.push(undefined);
        }
    }
    this.splice(new_index, 0, this.splice(old_index, 1)[0]);
    return this; // for testing purposes
}"">Students practice a variety of yoga poses and movements that encourage the development of good muscle tone, overall body strength, flexibility, endurance, balance, concentration, and better posture. They learn and practice correct structural alignment and optimal breathing, allowing students to become able to think more clearly and to feel more emotionally balanced. Students learn essential elements of pose sequencing in order to develop a home yoga practice that will support a healthy lifestyle.</p>
",8,13,,,475,
